captureArrivalUs,rifeStartUs,rifeEndUs,presentedUs,inferenceMs,dropped
67463780,67464041,67496463,67497335,32.422,0
67497869,67498331,67532403,67533513,34.072,0
67533721,67534239,67567710,67569804,33.472,0
67570595,67571332,67603842,67604803,32.510,0
67605250,67605682,67638476,67639804,32.794,0
67640372,67640897,67674609,67676827,33.712,0
67677733,67678824,67712303,67713040,33.479,0
67713335,67713661,67746930,67748210,33.269,0
67748897,67750058,67783230,67785367,33.173,0
67786716,67787836,67820445,67821055,32.609,0
67821411,67821802,67854311,67855313,32.509,0
67855643,67856251,67890384,67890808,34.132,0
67891048,67891362,67924386,67925007,33.024,0
67925301,67925620,67957963,67958773,32.343,0
67959081,67959426,67992791,67994005,33.365,0
67994666,67995208,68028621,68029559,33.413,0
68029661,68030469,68064540,68066300,34.071,0
68066444,68067531,68099878,68101482,32.347,0
68101979,68102754,68135913,68136592,33.159,0
68136893,68137255,68170863,68171970,33.608,0
68172011,68172527,68206678,68208607,34.151,0
68209519,68210012,68242695,68243302,32.683,0
68243585,68243952,68276187,68277266,32.235,0
68277537,68278047,68311362,68312204,33.315,0
68347451,0,0,68348026,0.000,0
68347451,68348879,68381844,68383960,32.964,0
68385006,68385946,68418204,68419311,32.258,0
68419775,68420349,68454281,68454677,33.932,0
68454911,68455168,68488854,68490941,33.686,0
68491824,68492666,68525241,68526287,32.575,0
68526314,68526838,68559024,68560039,32.185,0
68560639,68561115,68594129,68595755,33.015,0
68596170,68597350,68631297,68631845,33.947,0
68632194,68632573,68665719,68666590,33.147,0
68666881,68667257,68699859,68700873,32.602,0
68701235,68701692,68735142,68736218,33.450,0
68736556,68736977,68770232,68771383,33.255,0
68771653,68772265,68805249,68805644,32.983,0
68805894,68806117,68838559,68839918,32.442,0
68840688,68841180,68874307,68874690,33.127,0
68874891,68875089,68907990,68908965,32.901,0
68908995,68910335,68944642,68945915,34.307,0
68946317,68946966,68980200,68980890,33.234,0
68981658,68982546,69015768,69017198,33.221,0
69017286,69017792,69051479,69052301,33.688,0
69052842,69053324,69086964,69087609,33.640,0
69087907,69088408,69121177,69122103,32.769,0
69157808,0,0,69158801,0.000,0
69157808,69159029,69192725,69194926,33.696,0
69195516,69196358,69229947,69230805,33.589,0
69231114,69231670,69264119,69265806,32.449,0
69267150,69268232,69300725,69301144,32.493,0
69301307,69301503,69333973,69334480,32.470,0
69334663,69334887,69368313,69368887,33.426,0
69369173,69369450,69402155,69402922,32.705,0
69403256,69403589,69435870,69436786,32.281,0
69437270,69437703,69471191,69473172,33.488,0
69474138,69474710,69508031,69508998,33.321,0
69509337,69509842,69542962,69543823,33.119,0
69544232,69544584,69576447,69577950,31.863,0
69578458,69579747,69612952,69613920,33.205,0
69614311,69614725,69647926,69648768,33.201,0
69648938,69649410,69682037,69683013,32.627,0
69683452,69683914,69716542,69717756,32.628,0
69753784,0,0,69754550,0.000,0
69753784,69755444,69789204,69790303,33.761,0
69790822,69791284,69824289,69824661,33.005,0
69824976,69825193,69857603,69858750,32.411,0
69859531,69859948,69892916,69893472,32.968,0
69893564,69893763,69927497,69928490,33.734,0
69962978,0,0,69963144,0.000,0
69962978,69963820,69997460,69998340,33.640,0
69998711,69999597,70032540,70034622,32.942,0
70035186,70036201,70069757,70071293,33.556,0
70071932,70072582,70105540,70106819,32.959,0
70107189,70107793,70140393,70140966,32.600,0
70141349,70141717,70175164,70176970,33.447,0
70177480,70178197,70211731,70213211,33.534,0
70213659,70214288,70247692,70248956,33.404,0
70249323,70250173,70283496,70284337,33.323,0
70284606,70285181,70317917,70320068,32.736,0
70320603,70321233,70354713,70356295,33.480,0
70356962,70357685,70390466,70391959,32.781,0
70392805,70393827,70427728,70428973,33.901,0
70429358,70430118,70462900,70463601,32.783,0
70463949,70464285,70496534,70497085,32.248,0
70497398,70497676,70530368,70531276,32.692,0
70532025,70533021,70567091,70568178,34.070,0
70569019,70569695,70601834,70602241,32.138,0
70602552,70602790,70635481,70635993,32.691,0
70636384,70636679,70670134,70671385,33.455,0
70671916,70673032,70706591,70707048,33.559,0
70707212,70707500,70740161,70740854,32.661,0
70741278,70741676,70774163,70774903,32.487,0
70775161,70775513,70808674,70809742,33.160,0
70810355,70810985,70843940,70844345,32.956,0
70844555,70844787,70876921,70877443,32.134,0
70877858,70878255,70911688,70912575,33.434,0
70913121,70913553,70947017,70948239,33.464,0
70949062,70949612,70982000,70982715,32.388,0
70983004,70983508,71015922,71017533,32.414,0
71055565,0,0,71056561,0.000,0
71055565,71056674,71089888,71091431,33.214,0
71091916,71092627,71126564,71127496,33.937,0
71127772,71128245,71160914,71162317,32.669,0
71162839,71163349,71196079,71196722,32.730,0
71197023,71197425,71230664,71231573,33.239,0
71231966,71232383,71265871,71267011,33.488,0
71267387,71268013,71300825,71301209,32.812,0
71301426,71301666,71334191,71334681,32.526,0
71334926,71335178,71368395,71369181,33.218,0
71369892,71370364,71404095,71404860,33.731,0
71404902,71405359,71437725,71438890,32.366,0
71439143,71439627,71472457,71474391,32.830,0
71475085,71476122,71510120,71511726,33.998,0
71512183,71512718,71545767,71547024,33.050,0
71547326,71548092,71581400,71582096,33.308,0
71582431,71582752,71614954,71616698,32.202,0
71617323,71618293,71651662,71652669,33.369,0
71653185,71653888,71687277,71688115,33.389,0
71688503,71688973,71722114,71723197,33.141,0
71723583,71724158,71756468,71758708,32.310,0
71795204,0,0,71795498,0.000,0
71795204,71796098,71829461,71830715,33.364,0
71830945,71831688,71864868,71865212,33.180,0
71865562,71865785,71898062,71898445,32.277,0
71898694,71898905,71932067,71932800,33.161,0
71933322,71933903,71967411,71968469,33.509,0
71968948,71969515,72002950,72003901,33.435,0
72004479,72004890,72036794,72038433,31.903,0
72038920,72040187,72073812,72075706,33.625,0
72076348,72076872,72110212,72110928,33.340,0
72111473,72111890,72145712,72146586,33.823,0
72147137,72147542,72179973,72181688,32.431,0
72182345,72183381,72216067,72218536,32.686,0
72218629,72219321,72252491,72253375,33.170,0
72253826,72254224,72287021,72288245,32.797,0
72288296,72289425,72322590,72324563,33.165,0
72324856,72325343,72357512,72358312,32.169,0
72358642,72359059,72392807,72393948,33.748,0
72394228,72394974,72428948,72431034,33.974,0
72431971,72433004,72466776,72468857,33.772,0
72504260,0,0,72504512,0.000,0
72504260,72505003,72537107,72538160,32.104,0
72538635,72539745,72573677,72574553,33.932,0
72574877,72575277,72608594,72609701,33.316,0
72609985,72610394,72643222,72644595,32.828,0
72645196,72645782,72678227,72679201,32.446,0
72679528,72680044,72713198,72713564,33.154,0
72713848,72714086,72747578,72748453,33.491,0
72748869,72749415,72782814,72783726,33.398,0
72818264,72819392,0,72819417,0.000,0
72818264,72819392,72853320,72855689,33.928,0
72856426,72858279,72892156,72892605,33.877,0
72892807,72893138,72926077,72927794,32.939,0
72928398,72929695,72963270,72964649,33.575,0
72965293,72965896,72998067,72999406,32.171,0
73000093,73000699,73033676,73034238,32.978,0
73071085,0,0,73071682,0.000,0
73071085,73072773,73106725,73108908,33.952,0
73110481,73112524,73145083,73146937,32.559,0
73147497,73148575,73180839,73181652,32.264,0
73181940,73182352,73215786,73217786,33.433,0
73217811,73218217,73251060,73251690,32.843,0
73251954,73252305,73285211,73285684,32.906,0
73285968,73286219,73319107,73319537,32.888,0
73319821,73320116,73352857,73354571,32.742,0
73354707,73354910,73388109,73389539,33.199,0
73389954,73390510,73423402,73424570,32.891,0
73424958,73425506,73458632,73460764,33.127,0
73461345,73462522,73495600,73496500,33.078,0
73497120,73497741,73531467,73532978,33.726,0
73569710,0,0,73570596,0.000,0
73569710,73570658,73604046,73605248,33.389,0
73605727,73606137,73638088,73639013,31.951,0
73639307,73639750,73673065,73673608,33.315,0
73673911,73674183,73707216,73708293,33.033,0
73708928,73709614,73743116,73743748,33.502,0
73743945,73744369,73776466,73777448,32.096,0
73777767,73778583,73811810,73813327,33.226,0
73850728,0,0,73851240,0.000,0
73850728,73852098,73884818,73885226,32.719,0
73885499,73885765,73917824,73918304,32.059,0
73918564,73918877,73951942,73953099,33.065,0
73953554,73954149,73987450,73988950,33.302,0
73989511,73990066,74023209,74023659,33.143,0
74023910,74024235,74056834,74058856,32.599,0
74059598,74060814,74094905,74097225,34.091,0
74097956,74098653,74132691,74134452,34.038,0
74135156,74136147,74170610,74171175,34.463,0
74171397,74172146,74206026,74207303,33.880,0
74207993,74208549,74241495,74243833,32.947,0
74244370,74245609,74278288,74279177,32.679,0
74279546,74280035,74312940,74313494,32.905,0
74313830,74314212,74347049,74347604,32.837,0
74382330,0,0,74382686,0.000,0
74382330,74383562,74416983,74419032,33.421,0
74419755,74420359,74453466,74454503,33.107,0
74454948,74455646,74489621,74490443,33.974,0
74490753,74491142,74524046,74526406,32.904,0
74526412,74527473,74560458,74562769,32.986,0
74563696,74564511,74596804,74597397,32.293,0
74597602,74597887,74630917,74631951,33.030,0
74632603,74633721,74667853,74669408,34.132,0
74669794,74670364,74703206,74704223,32.842,0
74704630,74705172,74737559,74738202,32.387,0
74738498,74738820,74771501,74772561,32.681,0
74773861,74775232,74809189,74810047,33.958,0
74845535,0,0,74845728,0.000,0
74845535,74846353,74878932,74879331,32.579,0
74879549,74879740,74912169,74912899,32.429,0
74949323,0,0,74949838,0.000,0
74949323,74951651,74985890,74986918,34.238,0
74987577,74988109,75020660,75022521,32.550,0
75022877,75023538,75055652,75058083,32.114,0
75058162,75059187,75092652,75093077,33.465,0
75093413,75093888,75127543,75129526,33.655,0
75129869,75130679,75163860,75165360,33.181,0
75165472,75166634,75198934,75201103,32.300,0
75201185,75202370,75235632,75236215,33.261,0
75236456,75236819,75269923,75270630,33.104,0
75271028,75271416,75304433,75304898,33.016,0
75305092,75305290,75337778,75338161,32.487,0
75338404,75338617,75371700,75372153,33.082,0
75372406,75372633,75405676,75406564,33.043,0
75407011,75407528,75440482,75441723,32.954,0
75441931,75442459,75475488,75476720,33.029,0
75477072,75477567,75510625,75512932,33.058,0
75513484,75514731,75548126,75549263,33.395,0
75549798,75550393,75583483,75584274,33.090,0
75584542,75584934,75617273,75618270,32.338,0
75655116,0,0,75655517,0.000,0
75655116,75655567,75688955,75689723,33.388,0
75690107,75690550,75724430,75726056,33.880,0
75726128,75726833,75759737,75760367,32.904,0
75760763,75761226,75794048,75796184,32.821,0
75797004,75798413,75831461,75832748,33.049,0
75833442,75834147,75867557,75868067,33.411,0
75868168,75868394,75901022,75901405,32.628,0
75936525,0,0,75936780,0.000,0
75936525,75937560,75971390,75971853,33.830,0
75972281,75972659,76006505,76007492,33.845,0
76007560,76008066,76040760,76042450,32.693,0
76043327,76044352,76077196,76079329,32.845,0
76079948,76080455,76113062,76114354,32.607,0
76151626,0,0,76151779,0.000,0
76151626,76153019,76187631,76188771,34.612,0
76189140,76189836,76222673,76223817,32.837,0
76224185,76224713,76257254,76258541,32.541,0
76294887,0,0,76295397,0.000,0
76294887,76296610,76330490,76331792,33.880,0
76332459,76333054,76366569,76367983,33.515,0
76403932,0,0,76404154,0.000,0
76403932,76405637,76438927,76439623,33.290,0
76440064,76440817,76474045,76476290,33.228,0
76476725,76477462,76510576,76510930,33.113,0
76546701,0,0,76548000,0.000,0
76546701,76548525,76582424,76583843,33.899,0
76584142,76584816,76617392,76618714,32.577,0
76619215,76619890,76652926,76654657,33.036,0
76655115,76655805,76689555,76691617,33.750,0
76692395,76694003,76728365,76729142,34.363,0
76729535,76730058,76763641,76764534,33.583,0
76765048,76765568,76798085,76799840,32.517,0
76800745,76802002,76835472,76836560,33.470,0
76836999,76837586,76870604,76871058,33.019,0
76871308,76871535,76904873,76905240,33.338,0
76905486,76905727,76938397,76939446,32.670,0
76939846,76940406,76973734,76975227,33.328,0
76975832,76976558,77010389,77011836,33.831,0
77012568,77013377,77047702,77049304,34.325,0
77049874,77050813,77084149,77085752,33.335,0
77086100,77086789,77119229,77120261,32.440,0
77120663,77121208,77153677,77154939,32.468,0
77155050,77155881,77189068,77190320,33.187,0
77190742,77191647,77225601,77226267,33.954,0
77226666,77227156,77260011,77262026,32.855,0
77262760,77264173,77296815,77297234,32.642,0
77297519,77297735,77330415,77330739,32.680,0
77331035,77331255,77365246,77367448,33.991,0
77367493,77368550,77402145,77403558,33.594,0
77404377,77404912,77437243,77438184,32.331,0
77473546,0,0,77474389,0.000,0
77473546,77475327,77509192,77510159,33.864,0
77510565,77511124,77544477,77545657,33.353,0
77546190,77546751,77579388,77580517,32.637,0
77580865,77581386,77613805,77614948,32.419,0
77615299,77616581,77650850,77652090,34.269,0
77652461,77652947,77686308,77687370,33.361,0
77687844,77688511,77722185,77722614,33.674,0
77755908,0,0,77755927,0.000,0
77755908,77756367,77790286,77791214,33.918,0
77791515,77792011,77825671,77826487,33.660,0
77826805,77827159,77859964,77860822,32.805,0
77861161,77861520,77894030,77895183,32.510,0
77895696,77896274,77929520,77929929,33.246,0
77930165,77930382,77964193,77965026,33.812,0
77965751,77966229,77999328,77999887,33.099,0
78000135,78000443,78032641,78033802,32.197,0
78034306,78034910,78068170,78069053,33.260,0
78069346,78069859,78102656,78103968,32.797,0
78104862,78105873,78138733,78139793,32.860,0
78140229,78140668,78172889,78175000,32.221,0
78175315,78175770,78209015,78210202,33.245,0
78210600,78211356,78245260,78246052,33.904,0
78246459,78247008,78279665,78281530,32.657,0
78282325,78283295,78315546,78316728,32.251,0
78317340,78317903,78351419,78352150,33.516,0
78352531,78352880,78386423,78388544,33.543,0
78388895,78389483,78422380,78423505,32.897,0
78424304,78425003,78457652,78458724,32.649,0
78459393,78459912,78492548,78492985,32.636,0
78493233,78493527,78526499,78528535,32.971,0
78528601,78529823,78563268,78564314,33.445,0
78564844,78565408,78597516,78598824,32.108,0
78599300,78599752,78632706,78633793,32.954,0
78634069,78634586,78668832,78670675,34.246,0
78671416,78672013,78705242,78707218,33.229,0
78707769,78709023,78741933,78742906,32.910,0
78777890,0,0,78779206,0.000,0
78777890,78779395,78813425,78814111,34.031,0
78814626,78815088,78848508,78849166,33.420,0
78849598,78850048,78883397,78883791,33.350,0
78884075,78884335,78916791,78917424,32.456,0
78918420,78919134,78952323,78954470,33.190,0
78955050,78956291,78989868,78990547,33.578,0
78990912,78991373,79024716,79025790,33.343,0
79026459,79027050,79059259,79061308,32.209,0
79062008,79063203,79095931,79098032,32.728,0
79098878,79099805,79133334,79134593,33.529,0
79134981,79135636,79169398,79171273,33.762,0
79171979,79173404,79207046,79208440,33.642,0
79208515,79209279,79242283,79243137,33.004,0
79243727,79244484,79277055,79278618,32.571,0
79279366,79280492,79313945,79314296,33.453,0
79314639,79314860,79348490,79348888,33.630,0
79349207,79349416,79382590,79382929,33.174,0
79383217,79383411,79415973,79416835,32.562,0
79417114,79417479,79450471,79452832,32.992,0
79453378,79454393,79488038,79489171,33.645,0
79489428,79490022,79523328,79524290,33.307,0
79525049,79525563,79558305,79559394,32.741,0
79559819,79560269,79592594,79593939,32.325,0
79594740,79595974,79629131,79629910,33.157,0
79630395,79630842,79664155,79665539,33.312,0
79666009,79666656,79700310,79701546,33.654,0
79702859,79704103,79737160,79738125,33.057,0
79738551,79739390,79771899,79772984,32.508,0
79773690,79774294,79807898,79809173,33.604,0
79809618,79810162,79843370,79845402,33.208,0
79845496,79846697,79879625,79880340,32.929,0
79880733,79881160,79913861,79916206,32.701,0
79916878,79917663,79951172,79951772,33.508,0
79952058,79952362,79985992,79988214,33.630,0
79988301,79989573,80022306,80022861,32.733,0
80023232,80023578,80055795,80056711,32.217,0
80057051,80057827,80091798,80092916,33.970,0
80093538,80094323,80128405,80129512,34.082,0
80129895,80130512,80164370,80165628,33.858,0
80167378,80168175,80200707,80201682,32.532,0
80202210,80202788,80235167,80236712,32.379,0
80237563,80238684,80272713,80273483,34.029,0
80273890,80274647,80308370,80309691,33.723,0
80309747,80310603,80343749,80345242,33.146,0
80345727,80346751,80379797,80381744,33.046,0
80382597,80383753,80416821,80417929,33.068,0
80418295,80418813,80452602,80453733,33.789,0
80454326,80454833,80488267,80490735,33.434,0
80491611,80493053,80526730,80528086,33.677,0
80528896,80529623,80562721,80563883,33.098,0
80564451,80565423,80598321,80600387,32.899,0
80601128,80602301,80634806,80636195,32.506,0
80636751,80637194,80670732,80671986,33.538,0
80672413,80673080,80706891,80709252,33.811,0
80709345,80710958,80745232,80746447,34.274,0
80782628,0,0,80782695,0.000,0
80782628,80783778,80815842,80817896,32.064,0
80818801,80819652,80852987,80854261,33.335,0
80854624,80855141,80888648,80889460,33.508,0
80889972,80890439,80923288,80923777,32.849,0
80923950,80924619,80957731,80958746,33.113,0
80993901,0,0,80994456,0.000,0
80993901,80995127,81028467,81030024,33.340,0
81030477,81031427,81065896,81067156,34.468,0
81068035,81068481,81101639,81102447,33.158,0
81102862,81103498,81135838,81137542,32.340,0
81138094,81139203,81173199,81174565,33.995,0
81175461,81176858,81210115,81212180,33.257,0
81213022,81213673,81247639,81248782,33.967,0
81249298,81250231,81283926,81284631,33.694,0
81284831,81285608,81318735,81319141,33.127,0
81319530,81319939,81353010,81353432,33.072,0
81353691,81354177,81388142,81388601,33.965,0
81388958,81389338,81423215,81424436,33.877,0
81460591,0,0,81461158,0.000,0
81460591,81462560,81495455,81496535,32.895,0
81496940,81497848,81531118,81532057,33.271,0
81532495,81533731,81567302,81569373,33.571,0
81569476,81570714,81604501,81605495,33.787,0
81641533,0,0,81641870,0.000,0
81641533,81642877,81675143,81675985,32.266,0
81676466,81677353,81710900,81711885,33.547,0
81712306,81712854,81746454,81748010,33.601,0
81748918,81749751,81782982,81784284,33.230,0
81784881,81785638,81818298,81820178,32.660,0
81820729,81821963,81855559,81857031,33.596,0
81857342,81859106,81891887,81893080,32.781,0
81893796,81894557,81927893,81928334,33.336,0
81928550,81928852,81961826,81962308,32.974,0
81962579,81962841,81995792,81996478,32.951,0
81996625,81996926,82030827,82031575,33.901,0
82031847,82032197,82065247,82065866,33.050,0
82066061,82066507,82099091,82099839,32.584,0
82100346,82100784,82133771,82135866,32.987,0
82172681,0,0,82172912,0.000,0
82172681,82173373,82206875,82208543,33.502,0
82208894,82209511,82243081,82243601,33.570,0
82243999,82244468,82277035,82279263,32.567,0
82279954,82281371,82314257,82315561,32.886,0
82352776,0,0,82352858,0.000,0
82352776,82353927,82387595,82388422,33.668,0
82424804,0,0,82425059,0.000,0
82424804,82425629,82458052,82459172,32.423,0
82460450,82461203,82495706,82496885,34.503,0
82497142,82497635,82530529,82531697,32.894,0
82532342,82532958,82566420,82567779,33.462,0
82568159,82568755,82602052,82603217,33.298,0
82603949,82604340,82637094,82639113,32.754,0
82639583,82640471,82673320,82674510,32.849,0
82674950,82675466,82708416,82708804,32.949,0
82709018,82709225,82742815,82743164,33.590,0
82743389,82743587,82776680,82778791,33.093,0
82779331,82780378,82814006,82815584,33.628,0
82816062,82816551,82849657,82850679,33.106,0
82850879,82851300,82884051,82884404,32.750,0
82884730,82885000,82918124,82918874,33.125,0
82919240,82920017,82952594,82953038,32.577,0
82953337,82953570,82986888,82988024,33.318,0
82988401,82988953,83023640,83024544,34.687,0
83025029,83025513,83058520,83059140,33.007,0
83059554,83059973,83092967,83095283,32.995,0
83096076,83096854,83130587,83131852,33.733,0
83131894,83132504,83165659,83166553,33.155,0
83167070,83167707,83202202,83203223,34.495,0
83203536,83203978,83236601,83238388,32.623,0
83239172,83239768,83272389,83273658,32.621,0
83310351,0,0,83310895,0.000,0
83310351,83311818,83345737,83346139,33.919,0
83346424,83346632,83379327,83379720,32.695,0
83380041,83380289,83412663,83413054,32.374,0
83413289,83413512,83446200,83446859,32.688,0
83482809,0,0,83483600,0.000,0
83482809,83484386,83517739,83518380,33.353,0
83518869,83519201,83551597,83552209,32.396,0
83552560,83552896,83586189,83587246,33.294,0
83587606,83588083,83621311,83622823,33.228,0
83623344,83623958,83656972,83657931,33.014,0
83658265,83658820,83691152,83692227,32.332,0
83693208,83693635,83726910,83727869,33.276,0
83764397,0,0,83765321,0.000,0
83764397,83765384,83798293,83799910,32.909,0
83800574,83801888,83835314,83836346,33.426,0
83836665,83837116,83869901,83870317,32.785,0
83870628,83870850,83904087,83906593,33.236,0
83907290,83908059,83940331,83940715,32.273,0
83940957,83941169,83973552,83974579,32.382,0
83975008,83975402,84008874,84010407,33.472,0
84010799,84011425,84044352,84046453,32.928,0
84046481,84047582,84081112,84081752,33.530,0
84082094,84082454,84115046,84115938,32.592,0
84116186,84116710,84149502,84150632,32.792,0
84187159,0,0,84187654,0.000,0
84187159,84188539,84221906,84224295,33.367,0
84224958,84225563,84257576,84258745,32.013,0
84259226,84259691,84293335,84295198,33.644,0
84295766,84296876,84330793,84331678,33.917,0
84332104,84332641,84366208,84367253,33.567,0
84367789,84368301,84401989,84402468,33.688,0
84402707,84403060,84435296,84436765,32.236,0
84437690,84438828,84472549,84474175,33.721,0
84474961,84475449,84508351,84509895,32.902,0
84510480,84510956,84544793,84545603,33.837,0
84546070,84547462,84581363,84582208,33.901,0
84582667,84583117,84615720,84616922,32.602,0
0,0,0,0,0.000,1
