captureArrivalUs,rifeStartUs,rifeEndUs,presentedUs,inferenceMs,dropped
22055415,22055938,22088974,22089922,33.036,0
22090357,22090932,22124351,22125768,33.419,0
22126489,22127537,22160956,22162880,33.419,0
22163973,22164673,22197279,22198189,32.606,0
22198818,22199320,22232183,22233457,32.862,0
22233901,22234523,22267927,22270052,33.404,0
22270832,22271316,22304519,22306055,33.203,0
22341160,0,0,22341215,0.000,0
22341160,22342130,22375291,22377264,33.161,0
22378109,22379583,22413076,22414309,33.493,0
22415058,22415672,22448597,22449436,32.925,0
22485015,0,0,22485575,0.000,0
22485015,22486725,22520223,22520630,33.498,0
22521043,22521385,22553626,22554461,32.240,0
22554749,22555162,22588177,22589670,33.015,0
22590218,22590766,22624061,22625573,33.295,0
22627044,22628133,22661722,22662268,33.589,0
22662416,22662917,22695665,22696686,32.748,0
22696812,22698105,22731460,22732197,33.355,0
22732642,22733065,22766614,22768779,33.549,0
22769344,22770377,22804071,22805066,33.694,0
22805532,22805996,22839551,22840846,33.556,0
22841164,22841651,22873472,22873895,31.822,0
22874089,22874298,22907368,22909481,33.070,0
22910029,22911349,22944892,22945924,33.542,0
22946414,22947130,22980093,22981398,32.963,0
22981708,22982323,23014040,23014854,31.718,0
23015787,23016380,23049479,23051652,33.099,0
23052194,23052920,23086232,23086781,33.312,0
23087091,23087427,23120954,23121334,33.527,0
23121539,23121770,23153747,23154308,31.977,0
23154702,23155064,23188253,23188712,33.190,0
23188964,23189620,23223131,23224852,33.511,0
23225236,23225910,23259543,23259968,33.632,0
23260174,23260447,23292713,23294119,32.265,0
23329607,0,0,23329808,0.000,0
23329607,23330879,23364856,23365740,33.977,0
23366129,23366619,23400113,23401301,33.494,0
23402086,23402666,23434713,23435642,32.047,0
23436103,23436492,23469668,23471785,33.176,0
23471917,23472572,23505864,23507223,33.292,0
23507889,23508540,23541301,23541745,32.762,0
23541987,23542203,23573917,23575094,31.714,0
23575970,23576580,23609416,23611137,32.836,0
23611720,23612950,23646112,23646967,33.161,0
23647433,23648118,23681378,23682530,33.260,0
23683028,23683594,23715931,23716321,32.337,0
23716596,23716805,23749132,23750113,32.327,0
23785786,0,0,23785992,0.000,0
23822060,0,0,23822177,0.000,0
23822060,23823471,23856243,23856991,32.772,0
23857575,23858038,23890843,23891518,32.805,0
23892045,23892462,23926588,23927547,34.126,0
23927823,23928398,23961211,23962286,32.813,0
23962786,23963515,23996363,23997633,32.848,0
23998164,23998766,24031493,24032856,32.727,0
24033304,24034260,24067677,24069791,33.416,0
24070211,24070924,24104549,24106908,33.626,0
24107340,24108075,24140535,24142313,32.460,0
24142793,24143398,24175333,24176387,31.934,0
24177711,24178779,24212098,24212535,33.319,0
24212776,24213030,24246316,24248087,33.286,0
24248126,24248878,24282317,24283830,33.439,0
24284714,24285512,24317865,24319851,32.352,0
24320447,24321880,24354839,24356249,32.959,0
24356835,24357626,24390859,24392305,33.233,0
24393069,24393999,24427864,24429512,33.865,0
24430672,24431539,24465145,24466008,33.606,0
24466795,24467393,24500509,24502015,33.116,0
24502876,24503455,24535596,24536024,32.142,0
24536233,24536622,24569009,24570404,32.387,0
24608189,0,0,24608673,0.000,0
24608189,24610103,24644252,24644906,34.149,0
24679920,0,0,24680524,0.000,0
24679920,24681409,24714110,24716166,32.701,0
24717059,24717616,24751035,24751806,33.420,0
24752055,24752435,24785565,24786468,33.130,0
24787209,24787912,24820932,24822987,33.020,0
24823920,24825115,24857367,24857956,32.252,0
24858431,24859007,24891600,24892301,32.593,0
24892783,24893230,24926621,24927661,33.391,0
24928554,24929291,24963748,24964780,34.457,0
24965104,24965586,24998173,25000119,32.587,0
25000788,25001465,25033771,25035229,32.306,0
25035725,25036356,25069837,25071701,33.481,0
25071814,25073420,25107666,25108055,34.246,0
25108395,25108652,25141726,25142068,33.074,0
25142397,25142711,25175088,25175461,32.376,0
25175706,25175921,25208164,25208585,32.244,0
25208803,25209064,25242553,25244080,33.489,0
25244309,25244624,25277436,25279477,32.811,0
25280025,25280845,25313178,25314127,32.333,0
25314565,25315084,25349062,25349709,33.978,0
25350136,25350447,25383580,25385682,33.133,0
25386647,25387164,25419766,25421956,32.602,0
25423149,25424043,25456076,25457054,32.033,0
25457419,25457950,25490958,25491407,33.008,0
25491652,25492075,25525075,25526526,33.000,0
25527201,25528213,25561274,25561794,33.061,0
25562220,25562545,25594980,25596554,32.435,0
25596855,25597533,25630760,25631277,33.227,0
25631638,25631930,25664596,25665496,32.666,0
25666387,25667453,25700747,25702700,33.294,0
25703514,25704515,25737065,25737474,32.550,0
25737729,25737973,25770499,25771352,32.525,0
25771780,25772326,25805190,25806451,32.864,0
25806514,25807560,25841000,25842891,33.440,0
25843574,25844312,25876497,25877646,32.185,0
25878050,25878698,25911844,25912477,33.147,0
25912877,25913390,25946166,25948203,32.776,0
25948867,25950026,25983884,25985496,33.858,0
25986252,25986994,26019225,26020478,32.231,0
26020793,26021409,26053445,26054280,32.036,0
26054966,26055584,26089523,26090679,33.939,0
26125915,0,0,26126118,0.000,0
26125915,26126534,26159348,26160645,32.814,0
26160962,26161552,26193994,26194569,32.442,0
26194899,26195401,26228002,26230504,32.601,0
26230580,26231845,26265560,26267687,33.715,0
26268379,26269112,26302309,26304018,33.197,0
26304370,26305005,26337680,26338356,32.674,0
26338985,26339342,26371703,26373078,32.361,0
26373845,26374546,26407779,26409789,33.233,0
26410367,26411022,26444164,26445238,33.142,0
26445648,26446371,26478945,26480575,32.575,0
26481244,26482418,26515304,26517655,32.886,0
26517800,26518907,26551277,26551704,32.370,0
26551981,26552211,26585429,26587038,33.218,0
26587376,26588021,26621110,26622027,33.090,0
26622435,26622833,26655205,26657858,32.372,0
26657896,26658992,26691427,26693045,32.435,0
26693549,26694015,26727491,26728516,33.477,0
26728829,26729332,26762680,26763524,33.348,0
26763971,26765112,26798987,26799444,33.875,0
26799779,26800130,26832718,26833497,32.588,0
26833922,26834402,26867754,26868152,33.352,0
26868473,26868680,26901503,26901972,32.822,0
26937857,0,0,26938409,0.000,0
26937857,26939801,26972404,26973683,32.603,0
26974591,26975198,27008132,27009196,32.934,0
27009711,27010241,27043333,27045020,33.092,0
27045789,27046889,27079760,27082171,32.871,0
27082311,27083393,27116036,27116489,32.643,0
27116821,27117257,27149714,27150230,32.457,0
27150632,27151021,27184333,27184921,33.312,0
27220908,0,0,27221210,0.000,0
27220908,27221665,27254534,27255460,32.869,0
27255850,27256324,27289168,27290078,32.843,0
27290413,27290792,27323937,27324963,33.144,0
27325508,27326160,27359262,27360301,33.103,0
27360605,27361070,27393585,27394451,32.515,0
27394824,27395359,27428511,27429602,33.151,0
27430115,27430599,27464065,27465389,33.466,0
27466338,27467407,27500005,27500737,32.599,0
27500954,27501329,27533622,27535001,32.294,0
27535554,27536026,27569749,27570173,33.722,0
27570549,27570815,27604472,27606577,33.657,0
27606674,27607721,27641306,27642077,33.585,0
27642631,27643347,27676410,27677035,33.063,0
27677379,27677705,27710197,27710610,32.493,0
27710863,27711142,27744209,27745066,33.068,0
27745819,27746332,27779422,27781605,33.091,0
27782629,27783727,27816522,27817545,32.795,0
27817943,27818516,27851028,27851713,32.512,0
27851988,27852317,27885723,27886470,33.406,0
27923769,0,0,27924323,0.000,0
27923769,27925478,27958073,27959666,32.595,0
27960943,27961611,27993891,27995341,32.280,0
27995936,27996691,28029609,28031076,32.918,0
28032034,28033543,28067546,28068789,34.003,0
28069253,28069796,28103127,28104324,33.332,0
28138872,0,0,28139199,0.000,0
28138872,28139731,28172146,28172541,32.415,0
28172819,28173087,28206076,28208725,32.989,0
28209000,28210300,28243647,28244700,33.347,0
28245185,28245850,28278264,28278683,32.414,0
28278948,28279234,28312015,28313751,32.780,0
28315024,28316528,28349517,28350583,32.990,0
28350963,28351470,28384576,28385811,33.106,0
28421318,0,0,28421696,0.000,0
28421318,28422568,28456465,28457644,33.896,0
28457906,28458603,28491661,28492316,33.058,0
28492640,28492974,28526160,28527814,33.185,0
28527848,28528660,28561389,28561986,32.729,0
28562749,28563344,28596448,28597058,33.104,0
28597400,28597791,28631202,28631855,33.411,0
28632216,28632557,28664926,28666018,32.369,0
28701914,0,0,28702385,0.000,0
28701914,28704013,28737428,28738310,33.415,0
28739038,28739636,28772949,28774248,33.313,0
28774331,28774931,28807592,28808687,32.661,0
28809669,28811159,28844822,28846672,33.664,0
28847233,28848084,28881216,28881636,33.132,0
28881993,28882297,28914681,28915252,32.384,0
28915554,28915851,28948378,28949461,32.527,0
28949994,28950540,28984268,28986196,33.728,0
28987116,28988196,29021932,29022675,33.736,0
29023118,29023747,29056179,29057422,32.432,0
29057951,29058734,29091277,29092068,32.543,0
29092483,29092862,29126145,29126515,33.284,0
29126746,29126942,29160284,29160702,33.342,0
29160979,29161267,29194142,29194753,32.875,0
29194976,29195262,29228213,29229098,32.951,0
29229526,29230008,29263208,29264513,33.200,0
29265433,29266467,29299854,29300729,33.387,0
29301015,29301418,29333667,29334833,32.250,0
29335065,29335496,29368334,29369435,32.837,0
29369883,29370438,29404172,29405449,33.734,0
29405758,29406395,29440633,29441145,34.238,0
29441430,29441786,29474077,29475351,32.291,0
29475982,29476657,29509469,29510494,32.811,0
29511034,29511583,29544799,29545662,33.216,0
29545950,29546457,29579324,29579779,32.867,0
29580106,29580490,29613164,29615609,32.674,0
29616221,29617580,29650263,29650948,32.683,0
29651267,29651616,29685382,29687311,33.766,0
29687443,29688299,29722182,29722578,33.883,0
29722783,29723132,29756041,29756894,32.910,0
29757195,29757653,29790398,29791494,32.745,0
29792074,29792653,29826113,29827487,33.460,0
29827552,29828152,29861405,29862929,33.253,0
29863884,29864869,29898244,29898876,33.375,0
29899536,29900061,29932290,29932951,32.229,0
29933176,29933459,29966668,29967401,33.208,0
29967621,29968012,30001451,30003415,33.439,0
30004097,30005075,30038098,30039545,33.023,0
30039965,30041546,30074232,30075597,32.686,0
30076109,30076892,30109485,30109914,32.593,0
30110286,30110515,30143951,30144971,33.437,0
30145405,30145985,30179351,30181453,33.366,0
30216434,0,0,30216448,0.000,0
30216434,30216881,30249503,30250261,32.622,0
30250775,30251243,30284343,30285123,33.101,0
30321883,0,0,30322190,0.000,0
30321883,30322724,30355009,30355636,32.285,0
30355970,30356273,30389030,30390215,32.757,0
30390695,30391269,30424346,30425538,33.077,0
30426176,30427269,30461109,30462226,33.840,0
30462479,30462946,30495663,30496463,32.717,0
30496842,30497463,30529957,30530607,32.494,0
30530920,30531241,30564163,30564521,32.922,0
30564865,30565076,30598081,30600391,33.005,0
30600932,30602002,30634879,30635740,32.877,0
30636299,30636695,30669754,30670826,33.059,0
30671226,30671825,30705265,30706609,33.439,0
30707216,30707810,30741326,30742680,33.516,0
30743176,30743953,30776820,30777410,32.867,0
30777715,30778104,30811051,30811699,32.947,0
30812133,30812557,30846425,30847629,33.868,0
30848300,30848882,30882102,30882909,33.220,0
30883710,30884004,30916838,30917585,32.834,0
30917861,30918308,30950884,30951936,32.576,0
30952378,30952823,30985757,30987372,32.934,0
30988161,30988904,31022445,31023994,33.541,0
31025449,31026456,31059739,31060277,33.283,0
31060606,31060995,31093315,31095757,32.320,0
31096281,31097504,31131374,31132097,33.870,0
31132341,31132564,31165648,31166068,33.083,0
31166444,31166792,31200443,31201084,33.651,0
31201430,31201820,31235158,31235802,33.338,0
31236080,31236408,31269258,31270182,32.850,0
31305536,0,0,31305566,0.000,0
31341593,0,0,31341602,0.000,0
31341593,31342136,31374871,31375765,32.735,0
31376052,31376518,31409250,31410315,32.731,0
31410700,31411265,31444610,31445892,33.345,0
31445972,31446988,31480863,31481921,33.875,0
31482283,31482950,31515450,31516792,32.500,0
31517105,31517656,31550264,31551554,32.607,0
31552236,31552821,31585919,31587080,33.098,0
31623888,0,0,31624107,0.000,0
31623888,31624596,31657379,31658269,32.783,0
31658559,31658990,31691448,31692906,32.458,0
31693442,31694145,31727157,31727536,33.012,0
31727742,31727955,31760997,31763098,33.042,0
31763163,31764187,31797702,31798547,33.516,0
31798782,31799533,31832917,31833852,33.384,0
31834702,31835637,31868404,31868904,32.767,0
31869187,31869536,31902512,31902955,32.976,0
31903247,31903478,31936668,31937953,33.191,0
31938011,31938603,31971199,31972135,32.595,0
31972516,31973062,32006453,32007702,33.391,0
32008068,32008513,32041557,32043308,33.043,0
32044401,32045829,32078771,32080379,32.943,0
32080720,32081213,32113247,32113844,32.034,0
32114173,32114597,32147687,32148951,33.090,0
32149206,32149792,32182816,32183852,33.024,0
32184449,32185196,32218681,32220103,33.485,0
32220550,32221152,32254649,32255527,33.497,0
32255948,32256495,32289670,32290728,33.175,0
32291208,32291657,32324615,32326610,32.958,0
32327260,32327916,32361481,32362423,33.565,0
32362720,32363116,32396078,32396847,32.962,0
32397173,32397820,32430451,32431851,32.631,0
32432438,32433063,32466449,32468391,33.386,0
32468994,32469571,32502737,32503172,33.166,0
32503393,32503607,32536778,32537623,33.170,0
32538104,32538646,32570980,32571348,32.335,0
32571623,32571875,32605087,32606287,33.212,0
32606521,32607073,32640826,32642995,33.753,0
32643925,32645165,32678715,32679210,33.550,0
32679538,32679815,32712422,32713071,32.607,0
32713317,32713893,32747428,32748469,33.535,0
32749091,32750042,32783480,32783949,33.437,0
32784142,32784444,32817526,32818457,33.081,0
32818963,32819478,32852311,32853072,32.833,0
32853581,32854037,32886885,32887673,32.848,0
32923510,0,0,32924038,0.000,0
32923510,32924991,32957725,32959562,32.734,0
32960446,32961605,32993758,32995045,32.154,0
32995431,32996103,33029689,33030372,33.587,0
33066447,0,0,33067497,0.000,0
33066447,33067733,33101608,33102175,33.875,0
33102507,33102847,33135635,33136273,32.788,0
33136690,33137033,33169674,33170063,32.641,0
33170369,33170575,33203828,33204414,33.253,0
33204777,33205055,33238264,33238609,33.209,0
33238900,33239157,33272183,33273040,33.026,0
33273332,33273751,33306667,33307330,32.916,0
33307771,33308171,33341295,33342433,33.123,0
33342967,33343712,33377218,33377718,33.507,0
33378124,33378466,33410514,33411338,32.048,0
33411822,33412248,33445222,33446147,32.974,0
33446440,33446948,33480405,33481622,33.457,0
33517477,0,0,33518021,0.000,0
33517477,33519053,33551902,33552656,32.849,0
33553001,33553386,33586154,33586565,32.768,0
33586797,33587003,33620538,33621497,33.536,0
33621821,33622311,33655451,33656298,33.140,0
33656840,33657275,33689412,33691433,32.137,0
33692194,33693228,33726332,33727542,33.103,0
33728410,33729118,33762158,33762763,33.040,0
33798101,0,0,33798322,0.000,0
33798101,33798795,33831645,33833687,32.851,0
33834389,33835666,33870266,33870905,34.600,0
33871197,33871560,33904650,33905067,33.090,0
33905266,33905518,33938868,33939277,33.350,0
33939633,33939898,33972538,33973572,32.641,0
33974569,33974909,34007628,34008377,32.719,0
34008893,34009409,34043715,34044628,34.306,0
34044920,34045314,34078841,34080084,33.527,0
34115742,0,0,34116327,0.000,0
34115742,34117175,34150283,34151298,33.108,0
34151553,34152151,34185545,34186671,33.394,0
34187031,34187551,34220886,34221746,33.334,0
34222371,34222863,34255509,34257777,32.646,0
34257820,34258917,34292029,34292910,33.111,0
34293335,34293879,34327074,34328014,33.195,0
34328418,34328871,34362113,34363132,33.242,0
34363441,34364012,34396925,34398859,32.913,0
34399354,34400500,34433672,34434161,33.172,0
34434422,34434760,34467612,34469274,32.853,0
34470852,34471729,34505107,34506353,33.378,0
34506861,34507472,34540932,34543112,33.461,0
34543824,34545072,34578593,34578988,33.520,0
34613156,0,0,34613331,0.000,0
34613156,34613698,34646510,34647687,32.812,0
34648062,34648596,34681509,34683833,32.913,0
34684563,34685632,34719103,34719486,33.471,0
34719711,34719925,34752967,34754153,33.042,0
34754526,34755054,34788280,34789627,33.226,0
34790275,34790908,34823895,34824746,32.987,0
34862193,0,0,34862357,0.000,0
34862193,34863116,34895947,34896480,32.832,0
34896737,34897088,34929335,34930295,32.247,0
34930696,34931308,34964582,34966651,33.274,0
34967224,34968074,35001668,35002256,33.594,0
35002583,35003151,35036447,35037302,33.296,0
35037624,35038026,35070921,35072312,32.895,0
35072978,35073658,35107522,35109675,33.864,0
35110433,35111729,35146438,35146922,34.709,0
35147182,35147450,35180637,35181025,33.188,0
35181305,35181569,35214045,35214669,32.477,0
35215039,35215368,35248399,35250815,33.030,0
35250911,35252020,35285399,35285811,33.379,0
35286122,35286404,35319474,35320525,33.070,0
35320781,35321232,35354681,35356482,33.449,0
35393633,0,0,35394168,0.000,0
35393633,35395628,35428231,35428947,32.602,0
35429302,35429720,35463017,35464238,33.297,0
35464747,35465343,35498717,35500709,33.374,0
35501755,35502931,35535561,35536549,32.629,0
35536874,35537250,35569703,35570358,32.453,0
35570774,35571507,35605108,35605573,33.601,0
35605813,35606091,35639022,35640112,32.931,0
35640776,35641736,35674872,35675984,33.136,0
35676839,35677304,35710727,35711286,33.423,0
35711598,35712058,35745362,35745758,33.304,0
35745957,35746180,35779354,35781368,33.174,0
35818483,0,0,35819190,0.000,0
35818483,35820076,35852688,35853477,32.612,0
35853821,35854310,35887522,35888263,33.212,0
35888528,35888937,35922275,35923258,33.339,0
35923663,35924799,35958508,35960375,33.709,0
35961041,35961765,35994694,35995456,32.929,0
35995888,35996396,36029403,36030210,33.007,0
36030516,36030997,36063859,36065997,32.862,0
36066098,36067171,36101335,36102686,34.164,0
36103010,36103606,36136618,36137591,33.012,0
36138132,36138770,36172033,36173010,33.263,0
36173341,36173777,36206657,36209044,32.880,0
36209184,36210689,36243990,36245643,33.301,0
36246200,36246962,36280638,36281309,33.676,0
36281760,36282195,36315016,36316567,32.821,0
36317328,36318420,36351769,36352741,33.350,0
36353136,36353676,36386539,36387989,32.862,0
36388393,36388984,36423438,36424134,34.455,0
36424314,36424646,36458844,36459624,34.199,0
36459890,36460290,36493187,36495401,32.897,0
36496057,36496956,36529441,36530503,32.485,0
36530542,36531024,36564023,36565046,32.999,0
36565338,36565911,36600111,36600490,34.200,0
36600705,36600990,36633990,36634900,33.000,0
36635322,36635856,36668316,36669084,32.461,0
36669307,36669670,36703116,36703529,33.446,0
36703941,36704362,36738179,36739103,33.817,0
36739919,36740721,36773844,36775823,33.123,0
36776571,36776996,36809731,36810508,32.735,0
36811210,36811608,36844363,36845340,32.756,0
36845838,36846304,36879633,36880347,33.329,0
36914936,0,0,36915158,0.000,0
36914936,36915539,36948034,36948560,32.496,0
36948818,36949187,36982195,36983144,33.007,0
36983809,36984427,37018041,37019744,33.614,0
37019774,37020948,37053748,37056022,32.800,0
37056596,37057352,37090499,37091010,33.147,0
37091273,37091666,37124412,37125102,32.746,0
37125478,37126037,37159512,37160473,33.476,0
37161864,37162950,37195815,37196189,32.865,0
37196526,37196731,37228702,37229985,31.971,0
37230287,37231723,37266249,37267116,34.526,0
37267482,37268114,37301186,37302615,33.072,0
37303903,37304792,37337943,37339011,33.151,0
37339570,37340108,37372639,37373944,32.532,0
37374370,37375004,37407953,37409083,32.949,0
37409885,37410364,37444496,37445408,34.133,0
37445793,37446270,37479747,37481642,33.477,0
37482294,37483184,37516053,37516439,32.869,0
37516806,37517029,37548972,37550062,31.943,0
37550528,37551219,37584918,37586427,33.699,0
37587118,37588001,37622575,37622996,34.574,0
37623271,37623593,37657573,37658434,33.980,0
37659271,37659804,37692795,37694418,32.991,0
37695694,37696502,37729685,37730701,33.183,0
37731177,37731705,37765023,37765418,33.318,0
37801351,0,0,37801686,0.000,0
37801351,37802189,37834744,37836736,32.555,0
37837275,37838298,37871291,37871716,32.992,0
37871915,37872108,37904906,37905723,32.798,0
37905893,37906316,37939884,37941255,33.569,0
37941318,37941902,37974776,37975933,32.875,0
38012875,0,0,38013563,0.000,0
38012875,38013652,38046851,38047425,33.198,0
38047761,38048093,38081638,38082850,33.545,0
38083565,38084264,38117686,38120053,33.421,0
38120940,38122210,38155309,38156371,33.099,0
38157458,38158179,38190507,38190925,32.328,0
38191237,38191655,38224515,38225120,32.859,0
38225342,38225674,38258819,38260853,33.145,0
38262175,38263180,38296239,38297297,33.059,0
38297669,38298182,38330794,38331326,32.612,0
38331621,38332089,38365110,38366135,33.021,0
38366465,38366930,38400303,38402812,33.372,0
38402839,38403900,38437035,38439317,33.135,0
38439867,38440975,38473793,38474420,32.818,0
38474933,38475270,38508068,38509298,32.799,0
38509624,38510221,38543575,38545526,33.354,0
38545878,38546315,38579979,38581294,33.664,0
38581682,38582286,38614801,38615168,32.515,0
38615379,38615576,38647866,38648816,32.290,0
38649113,38650033,38683680,38686112,33.646,0
38686211,38687451,38721447,38723569,33.997,0
38724247,38725572,38758891,38759884,33.319,0
38760275,38760811,38793226,38794992,32.416,0
38795698,38796563,38830291,38830774,33.727,0
38831037,38831304,38864162,38865384,32.857,0
38865593,38866062,38899627,38900458,33.565,0
38900994,38901363,38933823,38934585,32.460,0
38934972,38936101,38968952,38970823,32.850,0
38971375,38972404,39005231,39005655,32.827,0
39005892,39006197,39039379,39040536,33.182,0
39040942,39041601,39074296,39075414,32.695,0
39075794,39076282,39108696,39109745,32.414,0
39110959,39111543,39144871,39145557,33.328,0
39145990,39146355,39179386,39179799,33.031,0
39180100,39180300,39212943,39213354,32.642,0
39213624,39214029,39246646,39247067,32.617,0
39247317,39247552,39280616,39281211,33.064,0
39281491,39281911,39315342,39317302,33.432,0
39318219,39319394,39351956,39352741,32.562,0
39353047,39353402,39386060,39386770,32.658,0
39387149,39387641,39421639,39423343,33.999,0
39423483,39424526,39458408,39460727,33.882,0
39461282,39461865,39494644,39495977,32.779,0
39496372,39497098,39529979,39530964,32.881,0
39531915,39532505,39565244,39567611,32.739,0
39567719,39568789,39602754,39604816,33.965,0
39605581,39606226,39639860,39640711,33.634,0
39641666,39642167,39675320,39677808,33.153,0
39677886,39679208,39711826,39712815,32.618,0
39713234,39713833,39746778,39747970,32.945,0
39749063,39749720,39783981,39784380,34.261,0
39784608,39784816,39818135,39820136,33.318,0
39820739,39821393,39853818,39854226,32.425,0
39854548,39854878,39887405,39887991,32.526,0
39888405,39888786,39922064,39923482,33.278,0
39924018,39924868,39958881,39960775,34.013,0
39961290,39961904,39994666,39995471,32.762,0
39995855,39996466,40028665,40030190,32.199,0
40066811,0,0,40067348,0.000,0
40103524,0,0,40103817,0.000,0
40103524,40104302,40137721,40138395,33.418,0
40138829,40139191,40171942,40172924,32.751,0
40173355,40173818,40206319,40207965,32.501,0
40208026,40208687,40242409,40243266,33.722,0
40243776,40244282,40277472,40277875,33.191,0
40278211,40278863,40311634,40313099,32.771,0
40313683,40314142,40346929,40348158,32.787,0
40384636,0,0,40385110,0.000,0
40384636,40385993,40419930,40420429,33.937,0
40420758,40421139,40454170,40455247,33.031,0
40491163,0,0,40491746,0.000,0
40491163,40492787,40526077,40528375,33.290,0
40529622,40530273,40563743,40564194,33.470,0
40564441,40564758,40597976,40598967,33.219,0
40599516,40600016,40632482,40632911,32.466,0
40633158,40633482,40665962,40667773,32.480,0
40668681,40668894,40702159,40703309,33.265,0
40703524,40703973,40738057,40738789,34.083,0
40739145,40739546,40771831,40773396,32.285,0
40773991,40774669,40807662,40809262,32.994,0
40810018,40811477,40845238,40845759,33.760,0
40846097,40846455,40879631,40880166,33.176,0
40880641,40881008,40914727,40915795,33.719,0
40916930,40917485,40950505,40951823,33.020,0
40953030,40953729,40986956,40988257,33.228,0
40988666,40989521,41024038,41025712,34.517,0
41026201,41026954,41060848,41063439,33.894,0
41064188,41065262,41098639,41099443,33.376,0
41099971,41100470,41133835,41134996,33.365,0
41135067,41135943,41169224,41171618,33.282,0
41171765,41173553,41206551,41206906,32.998,0
41207172,41207426,41240778,41241557,33.352,0
41242118,41242504,41276095,41276867,33.591,0
41277758,41278917,41311754,41312529,32.837,0
41312876,41313212,41345655,41346634,32.443,0
41383236,0,0,41383623,0.000,0
41383236,41385290,41419209,41421105,33.918,0
41421790,41423233,41456992,41458041,33.758,0
41458567,41459032,41491460,41492794,32.428,0
41492910,41493484,41526451,41529075,32.967,0
41530032,41531119,41564864,41566898,33.746,0
41567277,41568598,41602415,41603303,33.817,0
41603629,41604110,41637253,41638583,33.144,0
41639496,41640594,41673631,41676132,33.036,0
41676977,41677797,41710430,41711992,32.633,0
41712368,41713135,41746476,41747359,33.340,0
41747814,41748347,41781215,41781612,32.868,0
41781959,41782217,41815983,41817205,33.766,0
41852843,0,0,41853271,0.000,0
41852843,41854380,41888425,41889191,34.045,0
41925376,0,0,41925836,0.000,0
41925376,41926917,41960294,41962422,33.377,0
41962559,41963042,41996316,41996977,33.274,0
42032500,0,0,42033040,0.000,0
42032500,42034120,42067287,42068564,33.168,0
42069027,42069716,42102770,42103945,33.053,0
42104507,42105131,42138707,42139357,33.575,0
42139750,42140804,42174276,42176509,33.472,0
42177284,42178601,42211253,42212679,32.653,0
42213108,42213758,42246806,42247707,33.048,0
42283786,0,0,42284324,0.000,0
42283786,42286089,42319821,42321153,33.732,0
42321670,42322223,42355586,42356929,33.362,0
42393870,0,0,42394305,0.000,0
42393870,42396513,42429627,42430123,33.114,0
42430434,42430728,42463631,42464918,32.903,0
42465200,42465783,42498853,42500215,33.070,0
42501025,42502426,42536210,42538753,33.784,0
42540036,42540800,42573498,42573915,32.698,0
42574129,42574412,42606717,42607494,32.305,0
42643913,0,0,42644461,0.000,0
42643913,42645340,42679095,42680161,33.755,0
42680613,42681618,42716022,42716456,34.404,0
42716723,42717004,42749526,42750146,32.522,0
42785885,0,0,42786385,0.000,0
42785885,42787173,42820549,42822120,33.375,0
42822466,42823133,42857123,42857871,33.990,0
42858016,42858285,42891635,42892287,33.350,0
42892664,42893425,42926667,42929140,33.241,0
42929624,42930299,42963388,42964546,33.089,0
42964753,42965278,42998797,42999844,33.518,0
43000322,43000928,43033401,43034655,32.473,0
43035646,43036669,43070072,43071886,33.403,0
43072190,43072813,43105740,43106958,32.927,0
43107305,43107926,43141118,43141666,33.193,0
43141933,43142289,43175319,43177759,33.030,0
43177852,43178975,43211643,43212057,32.668,0
43212226,43212428,43245247,43245722,32.819,0
43245989,43246223,43279298,43279949,33.075,0
43280183,43280473,43313201,43314389,32.728,0
43314800,43315522,43349049,43349579,33.527,0
43349806,43350158,43383521,43385254,33.362,0
43385745,43386092,43419168,43420185,33.075,0
43456235,0,0,43457106,0.000,0
43456235,43457167,43490169,43491851,33.002,0
43492086,43492626,43525895,43526671,33.269,0
43526984,43527397,43560744,43562026,33.347,0
43562087,43562664,43596402,43598034,33.738,0
43598130,43599009,43632171,43632548,33.162,0
43632769,43632975,43665169,43666347,32.194,0
43666778,43667368,43701299,43702218,33.931,0
43702525,43703040,43737041,43737468,34.001,0
43737720,43737963,43770670,43773014,32.707,0
43773097,43774142,43806952,43807517,32.810,0
43807860,43808156,43841598,43842558,33.442,0
43842850,43843388,43877219,43877792,33.831,0
43878098,43878401,43910896,43912281,32.495,0
43912973,43913963,43947027,43947726,33.064,0
43948282,43948723,43981879,43982632,33.156,0
43982874,43983241,44016793,44018182,33.552,0
44054610,0,0,44054956,0.000,0
44054610,44055763,44088805,44089652,33.042,0
44090024,44090416,44123384,44124326,32.969,0
44124679,44125315,44159641,44160806,34.326,0
44161089,44161946,44195424,44197193,33.478,0
44197907,44198560,44231018,44232559,32.458,0
44233237,44233998,44266734,44268018,32.736,0
44304337,0,0,44304982,0.000,0
44304337,44305830,44339661,44340274,33.831,0
44340614,44340976,44374475,44375659,33.499,0
44376210,44376863,44409965,44411455,33.102,0
44448177,0,0,44449236,0.000,0
44484789,0,0,44484963,0.000,0
44484789,44485443,44520072,44521102,34.629,0
44521700,44522224,44555533,44557683,33.309,0
44558284,44559577,44592414,44593769,32.837,0
44594529,44595078,44627516,44627911,32.438,0
44628129,44628337,44661146,44662001,32.809,0
44662497,44663065,44698135,44699021,35.070,0
44699509,44700124,44733914,44734461,33.790,0
44734844,44735157,44767303,44768276,32.146,0
44768505,44768952,44802322,44803529,33.371,0
